enrollee_id,city,gender,role_id,group_id
31593,67,Male,262,35
12384,70,Female,601,92
11986,90,Male,828,56
31033,16,Female,820,49
14835,173,Female,963,61
3728,103,Male,836,47
3024,98,Male,479,41
23508,103,Male,652,26
29457,103,Male,91,56
12297,175,Female,362,13
27708,94,Male,32,14
3065,103,Male,687,67
29226,104,Male,161,29
5493,28,Male,852,63
2891,114,Male,448,40
32509,136,Male,693,37
31841,21,Female,345,11
907,103,Female,372,96
29526,115,Male,97,45
10956,94,Male,889,74
26099,103,Male,473,47
26163,21,Male,900,37
4120,16,Male,768,58
7335,83,Male,7,4
706,16,Male,161,84
9890,103,Male,756,47
32683,160,Male,696,98
27104,36,Male,90,100
7731,65,Male,187,81
31943,71,Male,892,54
22899,100,Female,373,84
33339,21,Male,550,46
20866,59,Female,473,31
21634,21,Female,186,97
29529,165,Male,116,65
4478,11,Female,314,55
32095,103,Male,298,50
18272,160,Female,193,7
30098,103,Male,624,21
23825,21,Male,93,43
7672,21,Female,581,67
5633,145,Female,7,73
30695,21,Male,30,15
5573,160,Female,78,4
24936,21,Male,378,51
397,73,Female,181,20
31602,103,Male,174,9
5278,21,Male,618,46
16814,16,Male,930,61
19249,103,Male,865,85
9475,28,Male,85,47
4865,114,Male,675,57
20881,28,Male,892,49
21563,21,Female,588,7
25114,102,Female,921,87
26002,16,Male,110,11
8528,160,Male,597,9
6141,103,Male,373,75
27667,103,Male,838,26
2821,114,Male,101,7
21216,173,Female,473,46
25495,142,Female,96,4
20791,16,Female,541,71
28015,103,Male,243,41
10685,73,Female,980,61
405,165,Male,276,47
13891,71,Female,507,89
33050,165,Female,127,34
399,103,Male,662,36
8202,21,Female,714,52
8751,103,Male,97,15
20744,103,Male,461,50
25380,103,Male,205,50
24617,102,Male,657,95
12509,114,Male,73,92
25473,26,Male,13,23
13083,114,Male,591,7
12454,21,Female,421,14
3500,103,Female,238,67
15922,160,Male,954,44
6685,16,Male,725,37
28838,103,Male,641,70
24082,21,Male,197,29
24846,21,Female,370,35
1020,103,Male,137,49
6189,36,Female,575,101
16994,46,Female,475,65
13135,138,Male,27,28
14578,64,Male,638,50
20732,64,Female,139,88
16496,21,Male,478,29
16537,136,Male,663,29
17358,114,Male,25,101
21933,71,Male,598,67
7342,160,Male,42,92
5630,21,Male,368,11
24152,83,Male,210,1
17762,103,Female,94,53
4310,103,Female,545,71
5142,16,Female,862,7
22319,21,Male,387,4
30912,83,Male,424,64
20976,160,Male,839,47
13150,16,Male,701,55
12206,114,Male,95,42
9407,114,Male,761,17
13152,103,Male,472,103
1069,103,Female,734,32
25418,160,Male,287,18
22689,98,Male,223,54
5104,75,Male,953,68
13994,12,Male,344,4
27064,103,Male,781,69
14598,37,Female,494,77
9571,173,Male,34,96
30854,43,Male,285,47
25290,173,Female,692,95
29640,90,Male,887,46
17519,142,Male,264,72
12111,73,Female,158,92
6085,104,Male,721,76
27277,103,Female,562,72
31692,160,Male,288,85
6052,103,Male,838,80
18161,145,Female,404,35
12934,114,Male,793,45
30400,73,Male,636,40
26419,67,Female,386,78
4188,103,Female,690,66
12117,74,Male,481,62
28847,136,Male,993,34
30472,21,Male,264,56
32534,102,Male,458,55
22395,21,Male,331,89
4876,67,Female,184,62
25182,61,Female,892,103
26135,103,Male,839,98
7517,103,Female,364,87
2793,83,Male,359,6
25174,61,Male,853,82
5593,103,Male,458,52
14003,102,Female,702,104
33057,103,Male,127,66
30484,114,Male,294,73
14688,116,Male,954,88
25459,114,Male,791,83
23657,103,Male,621,53
20322,102,Male,330,41
22194,103,Female,391,19
31401,103,Male,489,55
14914,102,Female,723,38
20376,160,Male,489,26
27530,103,Female,432,59
24701,103,Female,703,19
6790,90,Male,959,97
10102,103,Male,516,70
10338,157,Male,381,89
15701,16,Male,490,20
21218,75,Male,782,42
1586,75,Female,72,76
9189,23,Female,456,51
13788,93,Female,808,82
10752,67,Female,239,49
28406,103,Female,135,29
26320,94,Female,913,55
17460,16,Female,331,42
18657,102,Female,267,98
9384,61,Male,155,85
4269,67,Female,877,50
14935,103,Male,15,43
28033,136,Male,90,30
1568,99,Male,262,74
15465,100,Male,2,95
26233,16,Male,338,4
24729,104,Female,473,67
29440,21,Male,75,61
32652,65,Male,309,104
28556,149,Female,380,26
12875,152,Male,811,96
21078,160,Female,920,2
30331,103,Female,831,29
5899,150,Male,187,8
22787,136,Male,290,22
27435,36,Male,499,80
2855,16,Male,922,45
18385,11,Female,75,43
27866,103,Male,616,62
7328,103,Male,317,22
24807,103,Male,336,88
27113,21,Male,817,58
6008,16,Male,45,2
760,23,Male,420,86
2990,173,Male,454,17
28229,40,Male,876,92
4162,102,Male,702,90
27326,114,Male,231,77
604,16,Male,256,21
2194,23,Male,118,32
21564,21,Male,431,40
17432,16,Female,556,65
13952,160,Male,919,92
1988,36,Male,674,69
23691,21,Female,657,13
10481,102,Female,38,82
8540,103,Male,133,12
8806,103,Female,884,102
15468,114,Male,11,99
32747,160,Female,632,91
1297,103,Male,525,65
4075,100,Male,496,37
12772,136,Female,692,47
22517,114,Male,883,70
26388,136,Male,774,42
30676,16,Male,538,93
18376,75,Male,814,69
10970,16,Male,68,8
29961,75,Male,306,6
5136,104,Male,558,89
20369,21,Male,219,42
23505,103,Male,501,93
11751,138,Male,668,31
12038,90,Male,129,17
28590,16,Male,503,90
32699,103,Female,552,40
10370,75,Male,949,52
4095,10,Female,828,62
5340,103,Male,240,4
9217,71,Male,176,44
15294,11,Female,861,79
23901,103,Male,88,69
5673,45,Male,631,7
25421,103,Male,13,93
20698,114,Male,340,21
41,100,Male,613,83
23636,67,Male,89,97
9387,73,Male,347,63
21466,21,Male,787,28
9515,103,Male,272,29
20743,50,Male,476,75
25766,71,Male,488,87
4626,21,Male,306,33
4642,73,Male,663,32
16178,46,Male,993,53
1829,21,Male,362,32
2377,114,Female,555,72
8287,103,Male,755,93
10529,103,Male,960,71
30608,160,Female,381,23
27546,103,Male,74,18
32324,103,Male,297,52
8442,67,Female,969,17
8151,162,Female,870,69
15796,71,Female,199,53
9420,80,Female,911,82
17083,160,Female,152,82
16414,16,Male,620,42
32340,67,Male,932,23
18462,136,Male,49,72
7996,41,Female,553,93
30636,21,Male,362,6
29982,105,Female,375,15
29217,75,Male,246,80
18454,128,Female,845,101
22508,71,Female,205,4
25969,16,Male,594,26
28080,103,Female,328,63
21134,70,Male,863,69
30925,160,Male,356,79
29000,71,Male,24,75
26925,158,Female,518,62
7696,123,Female,725,66
25525,67,Female,653,3
21989,16,Male,780,38
10984,103,Male,606,48
26543,173,Male,489,20
32043,21,Male,727,73
15343,46,Male,488,86
30967,16,Male,611,28
30191,165,Male,617,48
13537,67,Male,837,87
23185,173,Male,496,16
1434,103,Female,616,103
9600,103,Male,718,63
25963,21,Male,678,4
5141,46,Male,583,77
657,103,Male,688,56
29991,41,Male,310,48
18759,21,Male,719,81
23081,103,Female,524,64
5731,16,Male,79,12
20135,83,Male,595,45
18620,40,Male,860,78
24226,21,Female,129,72
10092,162,Female,112,25
1950,162,Female,473,63
7909,21,Male,477,68
11966,138,Male,619,37
10017,114,Male,445,66
28391,21,Female,307,48
361,103,Male,133,101
20797,16,Male,442,61
25041,21,Male,633,1
18476,21,Female,143,57
26668,12,Female,530,46
18586,102,Female,913,48
17783,65,Male,154,44
13256,21,Male,409,2
6283,103,Male,476,59
2586,7,Female,271,73
15279,103,Female,348,69
28468,28,Male,301,103
17941,21,Female,951,27
23384,21,Female,26,69
4978,114,Male,916,81
28641,104,Male,371,103
28915,21,Male,536,29
33367,103,Male,708,92
14999,67,Female,930,102
3999,72,Male,30,10
9860,103,Male,784,40
31153,101,Male,383,20
26616,103,Male,514,21
24366,21,Male,972,35
19986,103,Female,323,11
17786,105,Male,542,81
1396,75,Male,626,26
22954,105,Female,752,68
14775,67,Male,742,65
1563,19,Male,238,99
29612,21,Male,622,32
23856,114,Male,6,41
30441,103,Male,557,33
22742,16,Female,574,46
30265,103,Male,521,13
11545,114,Male,49,19
2404,21,Male,816,67
7243,100,Female,909,34
19555,65,Male,148,29
20486,75,Female,842,58
17400,16,Male,144,76
22005,73,Female,395,8
10612,21,Male,582,28
23365,101,Male,567,82
13288,21,Male,265,72
23430,20,Male,712,32
30404,103,Male,589,35
8930,103,Male,297,85
3920,106,Male,316,56
29841,21,Female,109,14
16289,21,Female,957,32
19889,21,Female,499,7
11780,16,Male,504,29
8489,11,Male,113,32
32581,143,Male,914,83
22420,67,Male,356,74
28415,103,Male,895,46
32260,78,Male,526,49
21603,21,Male,56,62
19702,73,Male,153,65
17665,16,Male,395,30
19612,21,Male,574,26
18905,103,Male,458,15
824,16,Male,211,5
27275,21,Male,221,35
14217,114,Male,304,103
13209,75,Female,895,27
9414,21,Male,101,75
33242,73,Male,418,100
24224,150,Male,619,40
9684,10,Male,345,71
8584,16,Male,143,7
27003,16,Male,209,28
17840,65,Male,546,27
29723,45,Male,211,4
33181,67,Male,408,57
29288,21,Male,249,41
3004,104,Male,600,33
5828,16,Male,920,26
22211,67,Male,729,46
28193,13,Male,61,3
26291,75,Male,366,62
11739,114,Male,846,52
20878,150,Male,448,59
31156,61,Male,226,87
21878,103,Female,665,87
7009,102,Female,711,44
31013,103,Male,887,68
7145,93,Male,115,95
2690,103,Male,896,21
28829,21,Male,905,95
28477,21,Female,795,55
17107,21,Male,212,61
17125,103,Female,447,93
5911,103,Male,400,87
24069,21,Male,241,20
20803,116,Male,344,20
3752,114,Male,263,71
32925,16,Male,174,60
27494,136,Female,704,55
19818,21,Male,349,64
22581,104,Male,950,40
2629,123,Male,326,5
20143,57,Male,339,17
2478,21,Male,998,72
25957,109,Male,17,74
24981,45,Female,317,87
27624,16,Female,668,78
32355,71,Male,214,82
12140,16,Female,138,20
9743,160,Male,994,40
3827,103,Male,177,77
9338,65,Female,890,17
10386,103,Male,517,104
14901,114,Female,339,49
6909,24,Female,557,29
20751,36,Female,860,95
13597,36,Male,748,89
4498,158,Male,112,44
29508,114,Male,580,101
5205,162,Female,823,70
32947,43,Female,772,41
4766,90,Female,815,85
428,103,Male,846,53
16219,19,Female,261,24
21843,73,Male,789,65
17162,21,Male,648,52
15259,103,Male,896,50
14487,21,Male,670,87
8055,61,Male,246,43
4922,103,Male,396,29
20653,16,Male,416,80
707,103,Female,641,91
1131,103,Male,263,13
22219,103,Male,403,74
10454,103,Female,535,52
14740,21,Female,593,10
12183,28,Male,110,78
22052,46,Male,79,58
8677,67,Male,443,39
29432,89,Male,211,70
6812,64,Male,590,34
14890,65,Male,601,8
9569,46,Male,828,79
6389,103,Male,901,75
14622,102,Male,460,32
24586,136,Male,745,22
9463,162,Male,864,1
6379,160,Female,786,103
30514,105,Male,233,28
12349,19,Male,8,16
6995,114,Male,733,83
13311,103,Male,69,2
26275,103,Male,988,18
30814,46,Male,473,4
20823,114,Male,934,56
18810,162,Male,806,91
79,100,Male,42,98
16177,114,Male,61,75
16141,16,Female,856,5
5417,10,Male,381,19
24280,21,Male,607,16
9393,94,Male,121,76
22112,16,Male,355,7
11003,103,Male,250,24
12631,21,Female,790,2
6326,99,Male,521,6
24870,21,Female,321,39
18170,16,Male,736,29
33254,160,Female,541,20
11821,46,Male,671,33
24937,21,Male,490,54
15837,103,Female,944,34
31083,103,Male,432,74
15436,65,Female,146,28
13102,73,Male,958,43
30277,103,Female,84,1
4475,90,Male,363,41
4072,16,Male,850,104
11085,173,Male,166,39
3878,103,Male,759,37
33104,16,Male,561,47
17304,28,Male,879,9
23719,21,Female,330,30
22348,19,Male,17,60
18320,149,Female,497,99
27959,21,Female,521,64
11655,28,Male,548,1
26713,103,Male,213,24
3248,102,Male,570,78
32877,103,Male,64,83
25363,71,Female,91,22
22573,114,Female,998,22
440,103,Male,676,61
27697,103,Male,338,63
10792,102,Female,600,20
30509,103,Male,959,56
28149,103,Female,31,88
24708,11,Male,171,74
32836,134,Male,180,46
16372,114,Female,739,99
33292,21,Male,851,102
32619,103,Female,176,63
29606,50,Male,635,7
11430,103,Male,669,73
10967,103,Male,767,60
17375,157,Male,551,68
26025,102,Male,333,8
19795,104,Male,219,2
10554,16,Male,65,74
8311,114,Male,824,49
5801,61,Female,431,45
6010,103,Male,819,23
31210,103,Male,144,98
24714,160,Male,700,2
5203,21,Male,450,25
7193,103,Male,851,43
1695,75,Female,779,15
16625,21,Male,458,2
23714,114,Male,447,48
21967,114,Male,860,26
33342,21,Male,65,102
29737,136,Male,554,92
9846,103,Male,267,11
3965,23,Female,290,20
15430,64,Male,158,86
20911,48,Female,372,9
6724,16,Male,607,68
21442,21,Male,288,19
12716,114,Female,165,34
18,23,Male,291,69
26402,71,Male,887,35
26214,173,Male,388,90
21033,103,Male,810,94
19073,103,Male,487,44
6775,114,Male,173,36
26126,103,Male,109,56
28673,103,Male,724,2
15012,144,Male,164,87
10930,67,Male,620,32
7610,21,Male,791,57
12931,16,Male,488,96
6502,102,Female,123,91
29945,114,Male,199,36
14523,145,Female,194,96
15470,157,Male,780,10
2485,136,Male,849,19
24355,114,Female,671,80
6407,114,Female,684,25
14425,21,Male,244,82
20116,103,Female,548,34
27786,100,Male,68,18
15868,102,Male,38,30
26755,149,Female,949,34
10285,103,Female,805,9
18289,37,Female,152,34
13687,24,Male,180,81
27535,16,Male,540,3
25850,67,Female,788,102
12830,16,Female,605,45
17967,103,Male,400,23
12217,16,Male,457,85
19215,160,Male,172,46
27139,11,Male,926,31
32862,21,Male,846,100
24887,75,Female,822,17
19378,160,Male,216,48
29769,21,Female,281,82
18907,103,Male,351,59
23572,57,Male,872,73
7991,173,Male,665,54
6448,165,Male,790,44
30878,91,Male,887,43
4606,16,Male,41,59
4367,103,Male,399,15
27114,21,Male,993,5
8023,90,Female,206,5
3708,103,Male,51,72
25403,103,Male,9,46
20140,103,Female,481,100
26455,146,Female,461,57
19618,114,Male,642,22
18497,90,Female,726,38
31798,16,Male,929,91
30076,114,Male,859,25
32953,144,Female,785,88
4302,103,Male,379,74
4980,114,Male,21,66
7951,102,Male,650,21
15106,11,Male,503,2
15211,11,Female,300,94
4635,136,Male,9,60
17529,21,Male,4,59
8852,133,Male,660,102
1794,103,Male,368,28
13720,36,Male,887,96
11292,103,Male,566,58
24062,21,Male,332,15
33188,105,Female,598,24
22896,21,Female,421,59
17781,103,Male,759,68
10602,16,Female,619,49
28433,67,Male,969,63
27490,71,Male,524,26
31489,16,Male,110,59
15297,103,Female,23,76
21585,21,Male,403,9
11651,23,Female,722,92
26674,103,Male,179,62
13870,36,Male,734,69
24222,16,Male,79,43
24054,21,Female,677,56
15241,57,Male,866,77
14204,103,Male,466,74
18130,67,Female,506,93
28603,103,Male,36,38
23984,75,Male,164,72
26129,103,Female,680,62
16438,136,Female,25,35
18892,103,Male,64,57
3498,41,Male,649,45
32720,145,Female,320,4
4828,21,Male,676,44
29201,103,Male,825,92
33126,103,Male,264,12
11950,75,Female,426,42
24127,114,Male,601,22
13149,103,Male,878,74
23157,103,Male,193,48
18791,21,Female,234,98
2181,67,Male,401,26
23931,103,Male,746,28
16466,102,Male,878,97
33358,159,Female,623,6
17268,65,Male,138,42
31935,61,Male,623,74
24091,123,Male,482,27
6060,103,Female,34,69
9337,126,Female,896,58
15998,149,Male,87,29
21129,160,Female,344,16
3223,128,Male,205,73
28211,103,Male,81,68
18999,83,Female,777,49
21176,175,Male,229,35
32958,160,Female,360,16
23835,103,Female,884,76
25327,21,Male,291,20
27678,103,Male,428,14
23741,21,Male,693,37
28820,21,Male,590,2
17500,16,Male,793,5
14295,160,Male,998,32
32617,103,Male,267,32
893,114,Male,643,22
17725,103,Female,53,59
28991,21,Male,706,94
10175,103,Female,708,31
1783,40,Male,665,36
14496,114,Male,929,83
9147,16,Male,469,17
17370,19,Female,274,14
22997,173,Male,827,19
31011,73,Female,507,59
20828,61,Female,340,101
2991,23,Male,196,71
30340,103,Male,282,80
7160,103,Male,410,51
9448,114,Male,350,21
12062,103,Male,380,51
18498,21,Male,550,63
9485,104,Female,992,39
25817,11,Male,747,2
25834,103,Male,848,94
22816,98,Male,58,83
27753,160,Male,423,74
15597,16,Male,434,9
23247,100,Male,527,73
4124,67,Male,247,95
9598,118,Female,897,30
19454,21,Female,667,2
14642,36,Male,240,24
3438,103,Male,925,47
12474,114,Female,444,23
10669,136,Female,297,72
23609,103,Male,31,76
32614,103,Male,797,20
4568,13,Male,98,93
12469,45,Male,122,29
13864,102,Male,170,10
365,103,Female,333,94
6525,21,Female,396,61
26682,89,Male,142,103
19560,134,Male,461,38
33255,103,Male,424,104
32882,103,Male,461,87
21225,16,Male,769,99
18441,103,Female,710,77
33049,99,Male,469,25
7710,100,Male,138,75
11323,103,Male,293,75
32733,21,Male,477,87
25690,103,Male,858,61
12503,9,Female,942,75
12310,103,Female,152,40
15250,103,Male,458,51
13277,103,Male,991,74
30041,149,Male,791,81
22238,103,Female,821,18
9180,136,Female,130,42
2015,103,Male,277,91
3758,103,Male,765,68
31014,103,Male,342,2
2311,136,Male,503,33
16796,103,Male,791,7
26094,114,Female,390,94
13138,16,Male,830,69
32165,103,Male,111,58
13547,16,Male,503,77
10756,61,Female,172,88
13583,36,Female,476,8
23623,103,Male,591,18
9001,146,Female,268,44
16787,114,Male,373,41
5775,21,Female,874,24
20785,28,Male,466,3
28699,16,Male,986,12
24337,114,Female,272,87
22966,103,Male,692,82
3133,157,Female,6,49
32482,103,Male,628,23
29879,46,Male,397,65
10209,128,Male,27,96
1926,123,Female,260,48
28490,167,Male,39,41
8093,45,Female,459,94
7452,114,Male,953,50
17465,10,Female,649,41
30817,160,Female,698,69
23295,123,Male,991,46
12104,21,Female,95,30
5989,162,Female,703,95
11542,27,Female,860,59
30339,162,Male,916,102
11696,114,Male,268,11
6449,160,Male,831,42
18824,114,Male,762,27
23056,84,Male,539,37
299,103,Male,473,67
26304,54,Male,228,1
31586,103,Male,809,81
28453,16,Male,703,79
18859,162,Male,814,74
23001,21,Male,271,48
16784,114,Male,920,98
22595,100,Male,92,12
730,103,Female,140,34
12757,16,Male,37,96
32758,160,Female,465,61
5306,103,Female,925,39
23328,90,Male,439,33
28336,160,Male,796,60
6304,103,Male,457,13
32427,103,Male,519,16
31368,103,Male,314,86
13273,103,Female,589,100
31023,21,Male,942,58
16948,21,Female,480,22
1161,103,Female,71,75
27629,159,Male,259,100
21443,21,Male,741,48
13383,57,Male,481,41
10293,103,Male,234,94
11265,103,Female,555,9
1973,126,Male,990,70
14800,16,Female,896,35
32820,126,Female,520,78
30794,136,Male,154,56
32341,21,Male,138,54
9499,103,Female,748,93
23511,100,Male,598,57
20167,16,Male,731,99
16791,103,Female,346,104
22494,21,Male,741,3
31405,73,Male,166,42
29916,103,Male,439,13
12101,114,Male,442,10
12770,103,Male,336,92
22723,114,Male,143,1
6025,64,Female,398,92
21276,75,Male,874,24
1943,21,Female,124,96
26974,103,Male,53,45
30205,136,Male,74,95
10668,102,Male,331,56
7515,159,Female,985,70
27419,21,Female,865,56
1102,16,Male,651,41
23981,160,Female,958,45
6277,46,Female,767,28
13345,165,Female,872,94
23325,21,Female,760,60
31769,36,Male,338,67
18478,102,Female,468,91
20302,73,Female,389,32
16067,67,Male,180,70
6426,103,Male,675,71
1343,103,Female,173,82
28531,126,Male,335,8
13173,12,Male,379,80
12256,36,Male,844,58
7612,103,Male,224,59
28866,103,Male,984,100
33128,173,Male,1,58
20747,36,Male,237,99
10240,159,Male,363,75
15160,103,Male,452,30
12284,103,Male,657,21
25888,21,Male,589,34
1427,103,Male,837,75
22403,21,Female,715,48
21667,136,Female,658,51
25916,64,Male,195,81
12121,144,Male,704,35
28320,21,Male,196,27
14522,21,Female,519,13
28500,21,Female,204,38
10371,103,Female,831,60
10028,73,Male,249,44
29671,40,Male,374,100
4482,103,Male,918,34
23392,21,Male,314,77
5879,116,Male,61,33
8861,160,Female,657,37
21196,75,Male,260,60
10724,21,Female,313,38
12657,138,Female,799,88
2150,102,Male,655,102
24763,90,Male,847,14
21813,16,Male,549,12
6480,19,Male,25,102
29174,136,Male,807,79
8007,16,Female,340,53
8388,23,Male,933,86
32631,103,Male,716,31
10116,103,Male,859,100
1708,36,Male,3,25
13487,67,Female,80,24
24199,16,Male,395,62
14341,103,Female,231,29
16990,103,Male,629,1
24834,75,Male,689,22
16105,103,Male,223,48
10758,13,Male,220,70
17702,162,Male,282,8
3144,160,Male,37,48
20359,103,Male,54,30
30558,21,Male,901,31
32546,160,Male,519,102
20555,16,Male,55,1
12190,160,Male,796,24
30511,103,Male,826,65
16333,160,Male,9,71
19605,126,Female,750,98
14171,160,Male,599,94
10933,21,Male,903,80
14379,103,Male,746,71
11388,103,Female,943,20
28042,114,Male,688,5
23013,16,Male,56,50
30970,103,Male,261,73
9052,21,Male,566,41
5832,21,Male,879,34
26270,103,Female,532,48
29151,103,Male,529,5
7545,165,Female,5,15
28589,103,Female,96,97
1709,165,Male,974,91
21227,103,Female,468,71
10205,103,Male,242,101
17483,114,Male,419,83
5710,50,Male,608,12
30916,103,Female,245,64
2832,103,Male,753,12
25810,116,Female,478,59
33068,97,Male,182,41
16735,114,Male,773,20
9930,103,Male,433,82
24345,28,Female,245,56
700,136,Male,490,69
29600,21,Male,113,43
19438,39,Male,19,48
19266,103,Female,508,25
18670,54,Female,624,84
12660,11,Female,671,24
12129,173,Male,750,55
13955,57,Male,603,47
18667,21,Female,298,31
33153,21,Male,402,55
14151,11,Male,254,24
4046,103,Male,179,82
25432,21,Female,857,54
5978,21,Male,411,41
32799,103,Male,907,74
273,21,Male,69,11
10238,79,Female,850,79
264,67,Female,657,60
17510,114,Male,141,71
24901,114,Male,550,38
33318,103,Male,265,35
12800,103,Male,668,47
17237,114,Male,448,103
13992,136,Male,558,80
15125,103,Male,794,36
15213,103,Male,445,90
889,159,Female,59,8
28843,103,Male,641,27
25273,114,Female,746,31
29598,21,Female,990,63
21642,128,Male,554,15
25912,21,Male,723,76
29086,114,Female,458,17
6021,103,Female,122,50
25285,61,Female,864,45
5180,101,Male,960,49
19649,21,Male,343,2
31008,103,Male,510,12
9412,16,Female,436,14
4133,103,Male,252,74
5875,16,Male,899,11
4536,67,Male,114,3
27046,103,Female,515,58
16041,103,Male,196,44
19718,16,Male,340,101
4118,23,Male,426,72
3867,103,Female,810,83
27539,103,Male,558,58
7765,90,Female,663,12
32605,103,Male,227,39
20048,83,Male,19,101
29460,103,Male,533,42
15004,16,Male,310,25
18404,100,Male,754,25
4318,41,Male,947,69
674,73,Male,365,97
32802,103,Male,751,11
11248,114,Male,468,94
13649,11,Female,219,27
17132,103,Male,125,8
8836,103,Female,624,38
1101,160,Male,850,36
8606,103,Female,812,34
14793,116,Male,686,44
10938,136,Male,292,22
31862,104,Male,888,98
33330,103,Male,908,14
28774,173,Male,211,82
31370,136,Male,916,54
31628,103,Female,201,10
11275,150,Male,788,104
1866,70,Male,697,60
23958,103,Male,427,75
17281,21,Male,949,62
7739,136,Male,778,7
7155,23,Male,371,102
6482,103,Female,1000,88
21474,159,Female,985,73
628,73,Male,468,70
28931,103,Female,6,36
24975,57,Female,890,26
14107,28,Male,900,75
1471,73,Male,698,58
24191,136,Male,431,30
18127,11,Male,752,13
15336,76,Female,900,40
1742,103,Male,48,32
21691,21,Female,816,45
15753,11,Male,806,70
12402,157,Male,687,46
30354,19,Male,826,101
16447,16,Male,508,84
11933,136,Male,447,59
28214,16,Female,767,14
26261,73,Male,784,78
22946,16,Male,482,20
23366,21,Female,193,28
23311,90,Male,869,70
11964,101,Male,55,11
20012,103,Male,706,11
2549,16,Male,47,102
11673,67,Male,393,71
22196,114,Male,45,74
21236,160,Female,965,25
9385,136,Female,669,65
31873,160,Male,63,27
24850,149,Female,283,17
