enrollee_id,relevent_experience,experience,last_new_job,company_id,training_hours,target
41,Has relevent experience,20,1,4359,47,0.0
23636,No relevent experience,12,4,3023,47,0.0
9387,Has relevent experience,6,2,1894,20,0.0
21466,Has relevent experience,8,1,3749,198,1.0
9515,No relevent experience,2,1,3889,64,0.0
20743,Has relevent experience,15,4,4228,23,1.0
25766,No relevent experience,14,3,3275,96,0.0
4626,No relevent experience,2,0,1461,306,0.0
4642,Has relevent experience,9,1,3288,8,0.0
16178,Has relevent experience,20,1,2617,48,0.0
1829,Has relevent experience,8,1,2454,98,1.0
2377,No relevent experience,7,0,1096,46,0.0
8287,No relevent experience,1,1,4353,53,1.0
10529,Has relevent experience,20,1,3293,102,0.0
30608,No relevent experience,4,1,2523,76,0.0
27546,No relevent experience,1,0,3909,43,0.0
32324,No relevent experience,20,4,2591,32,0.0
8442,Has relevent experience,5,1,1979,54,0.0
8151,Has relevent experience,8,1,1896,7,0.0
15796,Has relevent experience,3,2,4265,322,1.0
9420,Has relevent experience,20,0,2434,96,0.0
17083,Has relevent experience,4,1,2202,7,0.0
16414,Has relevent experience,16,1,3360,53,0.0
32340,Has relevent experience,10,1,4304,161,0.0
18462,No relevent experience,8,1,1132,11,0.0
7996,Has relevent experience,9,2,1965,6,0.0
30636,No relevent experience,1,1,4370,72,1.0
29982,Has relevent experience,6,1,1021,182,0.0
29217,Has relevent experience,20,4,3785,67,0.0
18454,No relevent experience,1,1,1038,50,0.0
22508,No relevent experience,5,1,3208,16,0.0
25969,Has relevent experience,20,4,1900,38,0.0
28080,Has relevent experience,5,1,4064,98,0.0
21134,No relevent experience,4,2,2760,7,1.0
30925,No relevent experience,2,1,1466,88,0.0
29000,Has relevent experience,4,2,3965,112,0.0
26925,Has relevent experience,15,0,3758,30,1.0
7696,Has relevent experience,9,1,2137,9,0.0
25525,No relevent experience,4,1,1436,36,0.0
21989,Has relevent experience,19,4,1957,24,0.0
10984,Has relevent experience,2,1,2259,28,0.0
26543,Has relevent experience,10,1,4191,166,0.0
32043,Has relevent experience,10,2,2962,61,1.0
15343,Has relevent experience,20,3,1540,24,0.0
30967,No relevent experience,10,1,1406,8,1.0
30191,Has relevent experience,9,1,3745,133,0.0
13537,Has relevent experience,14,4,1511,143,0.0
23185,Has relevent experience,20,4,3504,29,0.0
1434,Has relevent experience,7,1,2725,53,0.0
9600,Has relevent experience,9,4,2241,11,1.0
25963,Has relevent experience,4,1,1358,7,0.0
5141,Has relevent experience,8,4,1627,87,0.0
657,Has relevent experience,8,1,3369,18,0.0
29991,Has relevent experience,9,1,1832,76,1.0
18759,Has relevent experience,6,1,3681,114,0.0
23081,No relevent experience,5,,1012,56,0.0
5731,Has relevent experience,7,4,2349,30,0.0
20135,Has relevent experience,20,4,1669,80,0.0
18620,Has relevent experience,14,0,1616,52,0.0
24226,Has relevent experience,1,1,2963,13,0.0
10092,Has relevent experience,4,0,3226,42,0.0
1950,Has relevent experience,6,1,1822,56,1.0
7909,No relevent experience,2,0,3548,12,1.0
11966,Has relevent experience,2,1,2772,36,0.0
10017,Has relevent experience,20,4,4101,67,0.0
28391,Has relevent experience,8,1,1326,13,1.0
361,Has relevent experience,9,1,1896,100,0.0
20797,Has relevent experience,15,1,3987,58,0.0
25041,Has relevent experience,7,1,3842,18,1.0
18476,Has relevent experience,2,2,2309,90,1.0
26668,No relevent experience,6,1,2609,59,0.0
18586,Has relevent experience,2,2,2098,35,0.0
17783,Has relevent experience,1,2,3500,11,0.0
13256,Has relevent experience,4,2,4147,15,1.0
6283,Has relevent experience,10,4,1026,206,0.0
2586,Has relevent experience,9,1,4219,130,0.0
15279,No relevent experience,1,0,2445,30,0.0
28468,Has relevent experience,20,4,1479,88,0.0
17941,No relevent experience,1,1,3927,18,0.0
23384,Has relevent experience,8,1,3783,41,0.0
4978,Has relevent experience,14,2,2273,16,0.0
28641,Has relevent experience,20,4,3351,95,0.0
28915,No relevent experience,6,1,1201,53,0.0
33367,Has relevent experience,20,4,1410,220,1.0
14999,Has relevent experience,20,2,4257,21,0.0
3999,Has relevent experience,20,4,3518,94,0.0
9860,Has relevent experience,17,3,4078,20,0.0
31153,No relevent experience,8,0,3088,47,1.0
26616,Has relevent experience,20,2,2316,60,0.0
24366,Has relevent experience,6,4,1888,78,1.0
19986,No relevent experience,4,1,2306,5,0.0
17786,Has relevent experience,6,1,2043,20,0.0
1396,Has relevent experience,20,3,3009,2,0.0
22954,Has relevent experience,9,4,3105,206,0.0
14775,No relevent experience,12,1,3492,90,0.0
1563,Has relevent experience,12,3,1129,25,0.0
29612,Has relevent experience,5,1,1450,8,1.0
23856,Has relevent experience,9,2,1475,22,0.0
30441,Has relevent experience,19,4,1936,90,0.0
22742,Has relevent experience,9,1,2829,56,0.0
30265,Has relevent experience,10,2,2584,81,1.0
11545,Has relevent experience,7,1,1266,120,0.0
2404,Has relevent experience,4,0,4126,18,1.0
7243,Has relevent experience,20,0,2890,19,0.0
19555,Has relevent experience,8,2,3170,314,0.0
20486,No relevent experience,20,2,3058,15,0.0
17400,No relevent experience,2,0,2582,10,0.0
22005,Has relevent experience,3,4,2994,39,0.0
10612,Has relevent experience,8,1,2932,25,1.0
23365,No relevent experience,1,1,1975,146,1.0
13288,Has relevent experience,3,1,1395,26,0.0
23430,Has relevent experience,11,4,2378,25,0.0
30404,Has relevent experience,20,4,2779,50,1.0
8930,Has relevent experience,9,4,4015,30,0.0
3920,Has relevent experience,18,4,1224,39,0.0
29841,No relevent experience,1,0,3312,56,1.0
16289,Has relevent experience,3,1,2562,82,1.0
19889,Has relevent experience,7,2,3943,32,0.0
11780,Has relevent experience,20,1,1760,43,1.0
8489,Has relevent experience,15,4,4152,15,1.0
32581,No relevent experience,4,1,4318,21,1.0
22420,Has relevent experience,9,2,1847,226,0.0
28415,Has relevent experience,14,1,1619,60,0.0
32260,Has relevent experience,2,1,2715,9,0.0
21603,Has relevent experience,7,1,3207,50,0.0
19702,No relevent experience,4,1,2845,280,1.0
17665,Has relevent experience,3,2,3692,91,0.0
19612,Has relevent experience,5,1,2995,15,1.0
18905,Has relevent experience,5,2,1991,14,0.0
824,Has relevent experience,10,1,1495,74,0.0
27275,Has relevent experience,20,2,2590,43,1.0
14217,Has relevent experience,14,1,4148,52,0.0
13209,No relevent experience,1,1,3128,75,0.0
9414,Has relevent experience,8,1,3204,54,1.0
33242,No relevent experience,8,1,2096,50,0.0
24224,Has relevent experience,7,0,3047,100,0.0
9684,Has relevent experience,17,1,2430,42,0.0
8584,Has relevent experience,20,4,3960,11,0.0
27003,Has relevent experience,10,2,4291,74,0.0
17840,Has relevent experience,7,1,1674,17,0.0
29723,Has relevent experience,9,4,3496,90,0.0
33181,No relevent experience,20,2,2860,234,0.0
29288,No relevent experience,3,3,2883,11,1.0
3004,Has relevent experience,7,1,3235,163,0.0
5828,Has relevent experience,10,4,2939,9,0.0
22211,No relevent experience,5,0,2040,36,0.0
28193,Has relevent experience,5,1,4320,6,0.0
26291,Has relevent experience,11,4,2709,72,0.0
11739,Has relevent experience,18,3,2477,84,0.0
20878,Has relevent experience,14,4,1587,24,0.0
31156,Has relevent experience,20,1,1416,77,0.0
21878,Has relevent experience,20,4,1608,56,0.0
7009,Has relevent experience,13,1,3739,22,0.0
31013,Has relevent experience,17,2,3106,8,0.0
7145,Has relevent experience,20,4,3707,8,0.0
2690,No relevent experience,20,1,1657,55,0.0
28829,Has relevent experience,9,1,3164,74,1.0
28477,No relevent experience,3,1,1841,57,1.0
17107,Has relevent experience,2,1,4364,36,0.0
17125,No relevent experience,2,0,1140,146,0.0
5911,Has relevent experience,20,4,1443,151,0.0
24069,Has relevent experience,11,1,1715,4,0.0
20803,Has relevent experience,2,2,3096,102,0.0
3752,Has relevent experience,7,3,1059,29,0.0
32925,Has relevent experience,20,2,1546,78,0.0
27494,Has relevent experience,14,4,4227,84,0.0
19818,Has relevent experience,2,2,3109,141,1.0
22581,Has relevent experience,8,1,3762,41,1.0
2629,Has relevent experience,5,1,2953,13,0.0
20143,Has relevent experience,12,1,1339,30,0.0
2478,Has relevent experience,8,2,4077,104,1.0
25957,No relevent experience,2,1,1581,108,0.0
24981,Has relevent experience,9,,2581,62,0.0
27624,No relevent experience,8,2,1156,21,0.0
32355,Has relevent experience,12,1,3569,98,0.0
12140,Has relevent experience,5,1,3864,57,0.0
9743,Has relevent experience,20,4,1918,44,1.0
3827,Has relevent experience,20,4,2956,9,0.0
9338,Has relevent experience,8,1,1060,4,0.0
10386,Has relevent experience,20,3,1225,53,0.0
14901,Has relevent experience,20,4,1880,108,0.0
6909,No relevent experience,7,1,3337,98,1.0
20751,Has relevent experience,5,1,2012,112,0.0
13597,Has relevent experience,12,1,3525,107,0.0
4498,Has relevent experience,20,1,2560,28,1.0
